employee_count_est,company_age_years,is_active,is_for_profit,cb_rank_log,has_funding,funding_total_usd,num_funding_rounds,active_tech_count,semrush_visits_latest_month,monthly_visits_growth,num_contacts,num_employee_profiles,num_news,num_investors,it_spend_usd,num_current_positions,has_news,news_count,active_hiring,recent_funding_event,web_visits_30d,email_engagement_score,crm_completeness_pct,days_since_last_contact,reply_rate_pct,deal_potential_usd,intent_score,lead_score,converted,country_code_enc,region_enc,industry_enc,employee_range_enc,ipo_status_enc,log_funding_total_usd,log_semrush_visits_latest_month,log_web_visits_30d,log_deal_potential_usd,log_it_spend_usd,log_num_contacts
30.0,24.0,1,1,14.190700634066248,0,0,0,44.0,276.0,-0.992261755,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,314,23.7,37.2,193,7.25,39346,17.1,20.61,0,47,2,223,9,0,0.0,5.6240175061873385,5.752572638825633,10.580175012057389,12.181700544070624,1.791759469228055
5.0,19.0,1,1,14.949068086809026,0,0,0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1587,38.5,44.1,335,10.35,13241,26.6,35.36,0,66,5,15,0,0,0.0,7.370545453709571,7.370230641807081,9.491148875484791,12.181700544070624,1.791759469228055
375.0,14.0,1,1,14.590825571134726,0,0,0,17.0,482.0,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,537,33.8,31.7,195,11.13,200511,51.3,40.13,1,27,1,118,5,0,0.0,6.180016653652572,6.2878585601617845,12.208629374311863,12.181700544070624,1.791759469228055
30.0,21.0,1,1,14.68918852618115,0,0,0,12.0,97404.0,0.23068759,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,97428,41.2,53.2,342,15.99,40500,59.0,47.79,1,32,1,137,9,0,0.0,11.486632823015304,11.48687918658759,10.609081944147828,12.181700544070624,1.791759469228055
30.0,19.0,1,1,13.536174890499971,0,0,0,17.0,1075.0,-0.120360248,10.0,1,3.0,1.0,20519912.0,1.0,0,0,0,0,1089,30.4,46.4,248,5.52,1052656,17.8,22.57,0,65,5,208,4,0,0.0,6.98100574072173,6.993932975223189,13.86682800206022,16.836906338491772,2.3978952727983707
30.0,14.0,1,1,14.989809001372018,0,0,0,2.0,1587.5,-0.120360248,1.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,2020,28.8,49.7,211,2.99,25083,38.4,26.6,0,65,5,4,9,0,0.0,7.370545453709571,7.611347717403621,10.129985471662913,12.181700544070624,0.6931471805599453
5.0,5.0,1,1,14.63555951623532,0,0,0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,351664.0,1.0,0,0,1,0,1594,23.3,39.8,152,12.48,20727,39.0,38.49,0,66,5,94,0,0,0.0,7.370545453709571,7.374629015218945,9.939240722241946,12.77043429687647,1.791759469228055
30.0,14.0,1,1,14.837331071170013,0,0,0,4.0,1587.5,-0.120360248,5.0,0,3.0,1.0,89615.0,1.0,0,0,0,0,1598,19.4,39.8,157,3.75,22117,25.9,23.41,0,65,5,6,9,0,0.0,7.370545453709571,7.377133712833954,10.004147035635306,11.403289154449611,1.791759469228055
30.0,42.0,1,1,14.91887619820237,0,0,0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,1,1,0,0,1985,9.4,37.9,361,1.1,26855,38.3,22.18,0,65,5,223,9,0,0.0,7.370545453709571,7.593877844605118,10.198244538659871,12.181700544070624,1.791759469228055
175.0,14.0,1,1,13.01046151370308,0,0,0,5.0,237.0,-0.584210526,38.0,0,3.0,1.0,1216875.0,1.0,0,0,0,0,242,0.0,77.4,138,10.45,151046,23.0,27.97,0,65,5,140,3,0,0.0,5.472270673671475,5.493061443340548,11.925346325644398,14.011797476885356,3.6635616461296463
75.0,23.0,1,1,14.931405635133096,0,0,0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1596,32.0,38.3,220,7.15,57099,50.0,40.51,1,32,1,190,8,0,0.0,7.370545453709571,7.375882148215011,10.9525593956441,12.181700544070624,1.791759469228055
30.0,39.0,1,1,14.804718982461871,0,0,0,4.0,547.0,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,563,26.1,49.2,272,3.8,29360,25.1,22.48,0,30,1,74,4,0,0.0,6.306275286948016,6.335054251498059,10.28742254209393,12.181700544070624,1.791759469228055
175.0,11.0,1,1,11.426637462645685,1,13719303,1,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,1,1,1,0,1658,47.6,40.9,153,7.7,102280,62.4,50.71,1,10,1,36,3,0,16.434314450112286,7.370545453709571,7.413970290190444,11.535479206439843,12.181700544070624,1.791759469228055
30.0,10.0,1,1,13.077083544805395,0,0,0,4.0,1587.5,-0.120360248,9.0,0,3.0,1.0,247754.0,1.0,1,1,0,0,1614,0.5,31.4,248,9.68,35538,51.2,25.23,0,65,5,23,4,0,0.0,7.370545453709571,7.387090235656757,10.478385964002708,12.4201956336233,2.302585092994046
5.0,20.0,1,1,14.361912570083662,0,0,0,2.0,92.0,-0.120360248,5.0,0,3.0,1.0,26260.0,1.0,0,0,0,0,94,16.5,39.4,278,3.79,18744,23.4,20.03,0,46,2,76,0,0,0.0,4.532599493153256,4.553876891600541,9.838682329170013,10.175840227862883,1.791759469228055
30.0,14.0,1,1,14.791771391620998,0,0,0,8.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1596,7.8,34.6,303,9.72,24789,35.5,33.75,0,13,2,76,4,0,0.0,7.370545453709571,7.375882148215011,10.118195625029236,12.181700544070624,1.791759469228055
30.0,13.0,1,1,13.823161216894796,0,0,0,39.0,13706.0,-0.751464268,5.0,1,3.0,1.0,660350.0,1.0,0,0,0,0,13714,38.7,44.3,275,8.43,49686,42.0,32.35,0,21,2,105,4,0,0.0,9.52566193023138,9.526245403371703,10.813498608452974,13.400526790819256,1.791759469228055
30.0,13.0,0,1,14.684071323460651,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1605,9.1,34.5,1,0.0,25551,11.2,13.16,0,65,5,109,4,0,0.0,7.370545453709571,7.381501894506707,10.148470870454794,12.181700544070624,1.791759469228055
5.0,13.0,1,1,14.674017504023595,0,0,0,14.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1625,47.6,51.4,87,16.4,18340,48.2,44.6,1,66,5,98,0,0,0.0,7.370545453709571,7.3938782901077555,9.816894269951032,12.181700544070624,1.791759469228055
750.0,14.0,1,1,14.489371447903313,0,0,0,11.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,1,1,1,0,1625,44.5,43.3,286,20.76,386249,64.7,44.21,1,10,1,116,7,1,0.0,7.370545453709571,7.3938782901077555,12.864240107194092,12.181700544070624,1.791759469228055
30.0,30.0,1,1,12.841092707913472,0,0,0,5.0,615.0,-0.840218239,37.0,4,2.0,1.0,860311.0,4.0,1,2,0,0,616,11.0,68.2,129,5.9,61355,4.3,24.6,0,65,5,16,4,0,0.0,6.423246963533519,6.424869023905388,11.024448244868,13.665050393134733,3.6375861597263857
30.0,34.0,1,1,14.492805249150363,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1686,18.7,49.2,77,12.47,35461,47.0,41.46,0,51,2,45,9,0,0.0,7.370545453709571,7.430707082545968,10.476216979616934,12.181700544070624,1.791759469228055
30.0,18.0,1,1,14.62404234469114,0,0,0,6.0,1587.5,-0.120360248,1.0,0,3.0,1.0,52159.0,1.0,0,0,0,0,1616,23.5,48.5,259,0.0,18814,37.4,24.87,0,65,5,99,4,0,0.0,7.370545453709571,7.388327859577107,9.842409703027538,10.862071196600535,0.6931471805599453
5.0,23.0,1,0,14.298813483221943,0,0,0,25.0,46782.0,5.0,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,46942,26.6,43.8,240,10.41,17396,35.9,30.36,0,66,5,202,0,0,0.0,10.753275168052005,10.756689378738994,9.764053056544553,12.181700544070624,1.791759469228055
30.0,4.0,1,1,14.448270057385123,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,192753.0,1.0,0,0,1,0,1626,31.0,37.8,140,19.64,55298,47.6,41.0,0,28,2,9,4,0,0.0,7.370545453709571,7.394493107219038,10.920510104164284,12.16917004348003,1.791759469228055
5.0,15.0,1,1,14.49483717296523,0,0,0,25.0,1587.5,-0.120360248,5.0,1,3.0,1.0,195183.5,1.0,0,0,1,0,1692,30.2,29.8,227,11.77,22636,51.5,39.91,0,24,1,173,0,0,0.0,7.370545453709571,7.434257382133135,10.027341014703126,12.181700544070624,1.791759469228055
30.0,6.0,1,1,11.865875479967093,1,227479,1,41.0,42322.0,5.0,5.0,4,3.0,1.0,163969.0,4.0,1,1,0,0,42362,32.2,38.5,162,1.91,23474,55.3,40.44,0,28,2,73,4,0,12.334817601420736,10.65308595248852,10.654030618737362,10.063691304076464,12.007438763243917,1.791759469228055
30.0,14.0,1,1,14.901893707934455,0,0,0,13.0,5116.0,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,5267,12.7,39.1,235,20.93,26683,59.5,42.54,1,66,5,208,9,0,0.0,8.540323608805092,8.569406062863171,10.191819413829403,12.181700544070624,1.791759469228055
30.0,14.0,1,0,10.103403417731034,0,0,0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1631,22.3,44.9,127,7.66,29842,42.0,27.76,0,66,5,223,9,0,0.0,7.370545453709571,7.397561535524052,10.303705585457305,12.181700544070624,1.791759469228055
30.0,14.0,1,1,14.567609903740934,0,0,0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,128051.0,1.0,0,0,0,0,1604,14.4,41.2,199,0.0,28233,25.1,22.29,0,65,5,25,9,0,0.0,7.370545453709571,7.380879035564116,10.248282204444145,11.760191710404564,1.791759469228055
30.0,43.0,1,1,14.875301627004273,0,0,0,6.0,1587.5,-0.120360248,5.0,0,3.0,1.0,117452.0,1.0,0,0,1,0,2194,24.5,49.5,30,14.02,22914,41.8,41.98,0,13,2,6,4,0,0.0,7.370545453709571,7.693937325509272,10.039546996943224,11.67379353254501,1.791759469228055
30.0,9.0,1,1,14.696748455000888,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,47125.0,1.0,0,0,1,0,1663,37.0,39.1,137,13.84,18497,44.9,41.23,0,21,2,16,4,0,0.0,7.370545453709571,7.416979621381154,9.825417897114203,10.76058014468432,1.791759469228055
5.0,2.0,1,1,14.351492101611385,0,0,0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1634,41.7,43.5,20,16.24,15559,59.5,46.56,1,42,5,109,0,0,0.0,7.370545453709571,7.399398083331354,9.652458797732384,12.181700544070624,1.791759469228055
30.0,43.0,1,1,14.339772113979048,0,0,0,34.0,14788.0,1.088405592,9.0,0,3.0,1.0,24431.0,1.0,0,0,1,0,14790,42.3,56.7,233,15.03,16805,58.3,50.09,1,65,5,113,4,0,0.0,9.601638940166769,9.60177416667137,9.729491244488164,10.103649027458411,2.302585092994046
175.0,22.0,1,1,14.622791456848027,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1590,26.6,46.7,201,12.44,112774,47.4,40.38,0,65,5,136,3,0,0.0,7.370545453709571,7.372118028337787,11.633149962276596,12.181700544070624,1.791759469228055
30.0,41.0,1,1,12.951399477547158,0,0,0,14.0,649.0,-0.13005618,5.0,0,3.0,1.0,195183.5,1.0,1,1,0,0,680,30.0,43.5,278,5.89,73928,40.4,25.46,0,60,1,25,9,0,0.0,6.476972362889683,6.523562306149512,11.210860452150994,12.181700544070624,1.791759469228055
30.0,15.0,1,1,14.422485282269438,0,0,0,8.0,1895.0,0.351640514,8.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1919,16.4,41.6,130,2.76,30147,58.7,30.8,0,65,5,45,4,0,0.0,7.547501682814967,7.560080465021827,10.31387386496336,12.181700544070624,2.19722457733622
30.0,35.0,1,1,14.064362401014067,0,0,0,29.0,1587.5,-0.120360248,5.0,2,3.0,1.0,195183.5,2.0,0,0,0,0,1595,27.2,38.9,147,22.07,26862,16.5,22.38,0,65,5,185,4,0,0.0,7.370545453709571,7.375255778009754,10.198505154086057,12.181700544070624,1.791759469228055
5.0,26.0,1,1,14.643032587839118,0,0,0,19.0,1587.5,-0.120360248,5.0,0,3.0,1.0,73300.0,1.0,0,0,0,0,1612,30.5,37.2,28,5.61,18391,33.8,27.67,0,65,5,169,0,0,0.0,7.370545453709571,7.385851078125209,9.819671066443018,11.202329530346486,1.791759469228055
175.0,14.0,1,1,14.018320781185544,0,0,0,7.0,1587.5,-0.120360248,3.0,0,3.0,1.0,189589.0,1.0,0,0,0,0,1805,26.8,38.1,360,4.93,106468,34.5,22.8,0,65,5,109,3,0,0.0,7.370545453709571,7.498869733976931,11.575609141947458,12.152619124796084,1.3862943611198906
5.0,6.0,1,1,14.969568275632664,0,0,0,19.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1644,5.6,50.0,307,14.21,14230,39.8,23.6,0,66,5,153,0,0,0.0,7.370545453709571,7.405495663199472,9.56317796268366,12.181700544070624,1.791759469228055
5.0,10.0,1,1,14.921982214066515,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1591,12.4,42.2,161,0.0,15033,14.1,20.49,0,57,2,76,0,0,0.0,7.370545453709571,7.372746366404328,9.618069581737414,12.181700544070624,1.791759469228055
175.0,21.0,1,1,13.178968638283385,0,0,0,26.0,1587.5,-0.120360248,6.0,1,5.0,1.0,195183.5,1.0,1,5,0,0,1604,16.2,34.0,356,4.45,98453,22.1,19.69,0,65,5,137,3,0,0.0,7.370545453709571,7.380879035564116,11.497344713003203,12.181700544070624,1.9459101490553128
3000.0,23.0,1,1,12.58851815744192,1,0,1,4.0,6236.0,-0.521301911,169.0,1,3.0,1.0,2980846.0,1.0,1,1,1,0,6242,46.0,94.1,339,10.25,1652858,58.0,60.43,1,65,5,185,2,0,0.0,8.738254576526122,8.739216115061744,14.31801707370942,14.907718046284328,5.135798437050262
5.0,11.0,1,1,14.313730462451744,0,0,0,29.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1598,29.8,46.6,60,8.18,16926,22.1,25.56,0,8,2,172,0,0,0.0,7.370545453709571,7.377133712833954,9.736665259189095,12.181700544070624,1.791759469228055
30.0,13.0,1,1,14.6230483597776,0,0,0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,175832.0,1.0,1,1,0,0,1598,35.0,32.7,124,2.53,24716,31.2,25.92,0,21,2,223,9,0,0.0,7.370545453709571,7.377133712833954,10.1152465449837,12.077289959927857,1.791759469228055
175.0,37.0,1,1,12.887101697259869,0,0,0,12.0,439.0,-0.120360248,21.0,0,3.0,1.0,1368252.0,1.0,1,1,1,0,448,30.1,53.3,70,17.9,156507,44.5,44.02,1,65,5,204,3,0,0.0,6.0867747269123065,6.107022887742255,11.960862405866717,14.129045301585526,3.091042453358316
75.0,14.0,1,1,13.864488323583071,0,0,0,29.0,1600.0,-0.281867145,4.0,0,3.0,1.0,312428.0,1.0,0,0,0,0,1603,20.0,44.1,325,7.54,53529,26.0,21.4,0,46,2,165,8,0,0.0,7.378383712996714,7.38025578842646,10.887997523387426,12.652132522344765,1.6094379124341005
5.0,14.0,1,1,14.340529577247228,0,0,0,11.0,1587.5,-0.120360248,1.0,0,3.0,1.0,247060.0,1.0,0,0,0,0,1604,36.5,54.4,363,8.9,20421,16.4,21.01,0,65,5,76,0,0,0.0,7.370545453709571,7.380879035564116,9.924368030115485,12.417390548682386,0.6931471805599453
750.0,14.0,1,1,14.32641677848226,0,0,0,2.0,34582.0,-0.204279798,5.0,1,3.0,1.0,195183.5,1.0,0,0,0,0,34590,23.0,35.1,242,7.62,387689,28.4,27.77,0,30,1,29,7,0,0.0,10.451117510824169,10.451348811602948,12.867961330187349,12.181700544070624,1.791759469228055
5.0,15.0,1,1,14.66194990707897,0,0,0,16.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1587,47.7,51.8,248,13.88,14888,33.4,39.45,0,7,5,136,0,0,0.0,7.370545453709571,7.370230641807081,9.608377964255553,12.181700544070624,1.791759469228055
30.0,11.0,1,1,14.878126689007392,0,0,0,13.0,1587.5,-0.120360248,5.0,0,3.0,1.0,432304.0,1.0,0,0,0,0,2024,27.9,55.2,220,0.0,42598,30.1,25.73,0,65,5,109,4,0,0.0,7.370545453709571,7.613324979540639,10.659586057803535,12.976886636630937,1.791759469228055
5.0,22.0,1,1,14.547059847481725,0,0,0,6.0,1587.5,-0.120360248,3.0,0,3.0,1.0,99738.0,1.0,0,0,0,0,1690,8.4,37.4,20,10.05,8258,37.8,26.15,0,65,5,118,0,0,0.0,7.370545453709571,7.43307534889858,9.019058793810718,11.510312052982076,1.3862943611198906
30.0,48.0,1,1,14.186317966520027,0,0,0,9.0,2839.0,0.457392197,1.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,2850,16.7,38.6,81,12.05,25357,50.2,29.14,0,21,2,87,4,0,0.0,7.951559331155252,7.955425088912672,10.140849541087894,12.181700544070624,0.6931471805599453
30.0,14.0,1,1,14.979793226975584,0,0,0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1608,4.5,35.7,343,0.31,29038,17.6,17.39,0,65,5,76,9,0,0.0,7.370545453709571,7.383368146992383,10.276395033084118,12.181700544070624,1.791759469228055
5.0,13.0,1,1,14.033484771243458,0,0,0,4.0,305018.0,0.192575969,2.0,0,3.0,1.0,195183.5,1.0,0,0,0,1,305021,36.6,40.0,9,23.68,12482,57.7,53.16,1,65,5,207,0,0,0.0,12.628129348731258,12.628139184135764,9.432122997651051,12.181700544070624,1.0986122886681098
30.0,25.0,1,1,14.060678580176589,0,0,0,5.0,1587.5,-0.120360248,5.0,0,3.0,1.0,118242.0,1.0,0,0,0,0,1843,31.9,43.7,11,0.0,22933,22.2,26.38,0,13,2,41,4,0,0.0,7.370545453709571,7.519692404116539,10.04037580459825,11.680497107984657,1.791759469228055
5.0,15.0,1,1,13.897171647658569,0,0,0,44.0,44106.0,-0.605851549,5.0,1,3.0,1.0,195183.5,1.0,0,0,0,0,44451,43.5,49.3,262,6.02,132791,22.8,29.56,0,51,2,109,0,0,0.0,10.694373778997369,10.702165234305538,11.796539273246056,12.181700544070624,1.791759469228055
5.0,11.0,1,1,14.850409940136784,0,0,0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1612,38.4,52.7,144,17.05,12653,34.3,40.21,0,65,5,109,0,0,0.0,7.370545453709571,7.385851078125209,9.44572864970683,12.181700544070624,1.791759469228055
175.0,35.0,1,1,11.78245629583756,1,8500000,1,1.0,133.0,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,1,1,0,1,226,46.6,38.0,191,17.87,98823,41.4,47.8,1,61,1,57,3,0,15.955576839107596,4.897839799950911,5.424950017481403,11.501095769216647,12.181700544070624,1.791759469228055
5.0,19.0,1,1,11.595242507459442,1,187028,2,9.0,1587.5,-0.120360248,5.0,2,3.0,2.0,195183.5,2.0,1,2,1,1,1613,39.2,28.3,249,30.48,12382,69.5,63.94,1,55,2,56,0,0,12.139018964026937,7.370545453709571,7.3864708488298945,9.4240798432151,12.181700544070624,1.791759469228055
30.0,13.0,1,1,14.338909208920564,0,0,0,21.0,1057.0,-0.797858099,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1059,13.4,43.8,113,9.24,26858,41.2,26.47,0,36,2,143,9,0,0.0,6.964135612418245,6.966024187106113,10.198356239302266,12.181700544070624,1.791759469228055
5.0,7.0,1,1,12.190771172821371,1,25000,3,17.0,1587.5,-0.120360248,5.0,1,3.0,3.0,83115.0,1.0,1,3,0,0,1598,48.5,46.3,25,4.45,63598,22.6,32.99,0,7,5,155,0,0,10.12667110305036,7.370545453709571,7.377133712833954,11.06035302593416,11.327992501419772,1.791759469228055
30.0,14.0,1,1,14.570616058804632,0,0,0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,186058.0,1.0,0,0,0,0,1611,24.2,46.0,270,1.62,30308,42.5,26.17,0,65,5,75,4,0,0.0,7.370545453709571,7.385230923066573,10.319199977095842,12.133819106697766,1.791759469228055
30.0,14.0,1,1,12.74074564672714,0,0,0,80.0,193892.0,-0.194656853,36.0,4,3.0,1.0,454791.0,4.0,0,0,0,0,193902,26.1,66.2,32,0.0,38926,34.8,39.07,0,65,5,59,4,0,0.0,12.175061739496051,12.175113313003784,10.569443376242877,13.027595450554294,3.610917912644224
30.0,17.0,1,1,14.262906805264269,0,0,0,33.0,22215.0,5.0,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,22229,38.9,45.0,61,3.05,103358,46.8,36.31,0,46,2,170,4,0,0.0,10.008568028986636,10.009198006958242,11.545963644047026,12.181700544070624,1.791759469228055
30.0,42.0,1,1,14.421810893453015,0,0,0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,88191.0,1.0,0,0,0,0,1605,23.2,56.1,228,0.0,19627,12.8,21.51,0,65,5,1,9,0,0.0,7.370545453709571,7.381501894506707,9.884712397209794,11.387271534933276,1.791759469228055
3000.0,43.0,1,1,14.034867750059057,0,0,0,9.0,230.0,-0.961762261,5.0,0,3.0,1.0,195183.5,1.0,1,1,1,0,247,42.8,47.1,302,13.11,1515648,52.6,40.88,1,63,1,118,2,1,0.0,5.442417710521793,5.513428746164983,14.231354288034158,12.181700544070624,1.791759469228055
5.0,8.0,1,1,13.927318444585817,0,0,0,22.0,1302.0,-0.120360248,5.0,0,3.0,1.0,292814.0,1.0,0,0,1,0,1323,47.9,41.0,94,12.67,20426,32.7,40.42,0,7,5,186,0,0,0.0,7.172424577124845,7.188412736496954,9.924612834151077,12.587296289265304,1.791759469228055
30.0,14.0,1,1,14.04795947971414,0,0,0,7.0,35180.0,0.192825416,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,35184,35.4,40.0,34,9.02,26817,42.4,35.05,0,58,1,109,9,0,0.0,10.468261443129174,10.468375134400649,10.196828582839588,12.181700544070624,1.791759469228055
5.0,9.0,1,1,14.558251389335595,0,0,0,2.0,1587.5,-0.120360248,4.0,0,3.0,1.0,105089.0,1.0,0,0,0,0,1594,28.5,41.8,192,5.37,17757,28.0,24.28,0,65,5,1,0,0,0.0,7.370545453709571,7.374629015218945,9.784591397592273,11.562572404859642,1.6094379124341005
175.0,15.0,1,1,12.526803781392749,1,0,1,19.0,136261.0,-0.10639149,2.0,1,4.0,1.0,326912.0,1.0,1,8,1,1,136263,55.1,54.7,75,42.74,104351,78.9,76.72,1,46,2,155,3,0,0.0,11.822334782041752,11.822349459540414,11.555525078589046,12.697449359434597,1.0986122886681098
30.0,14.0,1,1,14.808312229694172,0,0,0,27.0,63.0,-0.120360248,2.0,0,3.0,1.0,70137.0,1.0,0,0,0,0,150,20.4,40.1,248,0.0,23271,24.4,20.7,0,65,5,76,4,0,0.0,4.158883083359672,5.017279836814924,10.055006200175038,11.158220008887854,1.0986122886681098
5.0,18.0,1,1,13.96227574635243,0,0,0,3.0,1587.5,-0.120360248,1.0,0,3.0,1.0,351960.0,1.0,0,0,0,0,1588,27.6,40.6,82,6.57,24036,23.5,24.28,0,21,2,46,0,0,0.0,7.370545453709571,7.370860166536716,10.087349588848662,12.771275652987418,0.6931471805599453
5.0,6.0,1,1,14.6439776557846,0,0,0,4.0,669.0,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,782,6.1,40.1,24,2.74,13066,23.1,22.88,0,65,5,153,0,0,0.0,6.507277712385012,6.663132695990803,9.477845246989146,12.181700544070624,1.791759469228055
5.0,23.0,1,1,14.38555916288368,0,0,0,14.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1748,45.5,52.8,56,10.22,67806,58.2,47.0,1,46,2,4,0,0,0.0,7.370545453709571,7.466799475018602,11.124420713436864,12.181700544070624,1.791759469228055
5.0,23.0,1,1,14.449110473650324,0,0,0,11.0,1587.5,-0.120360248,1.0,2,3.0,1.0,39322.0,2.0,0,0,0,0,1600,13.1,56.5,31,4.85,6735,33.0,26.71,0,7,5,86,0,0,0.0,7.370545453709571,7.378383712996714,8.815221555922163,10.579564868400478,0.6931471805599453
175.0,20.0,1,1,14.53232104106891,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1587,22.9,47.6,318,4.48,99680,19.8,20.95,0,66,5,185,3,0,0.0,7.370545453709571,7.370230641807081,11.509730366073688,12.181700544070624,1.791759469228055
5.0,15.0,0,1,14.176782021701388,0,0,0,22.0,1587.5,-0.120360248,5.0,0,2.0,1.0,195183.5,1.0,1,2,1,0,1599,26.5,44.7,11,20.39,12897,46.2,34.37,0,66,5,169,0,0,0.0,7.370545453709571,7.377758908227872,9.464827539570322,12.181700544070624,1.791759469228055
375.0,25.0,1,1,13.966437762257906,0,0,0,7.0,1587.5,-0.120360248,9.0,1,3.0,1.0,227900.0,1.0,0,0,1,0,1605,35.5,47.5,318,15.46,201228,46.5,40.12,0,65,5,136,5,0,0.0,7.370545453709571,7.381501894506707,12.21219884201011,12.336666603113574,2.302585092994046
75.0,28.0,1,1,14.506726374641133,0,0,0,2.0,104.0,-0.793240557,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,108,19.7,24.9,332,1.54,146185,18.7,17.52,0,66,5,185,8,0,0.0,4.653960350157523,4.691347882229144,11.89263506247868,12.181700544070624,1.791759469228055
175.0,10.0,1,1,14.853020193910712,0,0,0,15.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1596,19.1,50.0,91,16.67,99299,40.9,40.1,0,10,1,169,3,0,0.0,7.370545453709571,7.375882148215011,11.505900850033264,12.181700544070624,1.791759469228055
5.0,1.0,1,1,12.637614773348457,1,872994,1,1.0,2207.0,-0.120360248,1.0,0,3.0,1.0,195183.5,1.0,1,1,1,1,2406,49.2,41.9,0,28.85,18749,79.2,71.3,1,21,2,4,0,0,13.679685107428476,7.699842407396986,7.786136437783072,9.838949031398556,12.181700544070624,0.6931471805599453
75.0,6.0,1,1,12.716516196315578,0,0,0,8.0,682.0,-0.120360248,9.0,0,3.0,1.0,70520.0,1.0,0,0,0,0,736,14.2,50.6,325,0.0,53430,32.8,22.88,0,65,5,144,8,0,0.0,6.52649485957079,6.602587892189336,10.886146380853784,11.163665816785628,2.302585092994046
30.0,9.0,1,1,11.814443872327912,1,4504067,2,4.0,1587.5,-0.120360248,5.0,0,3.0,1.0,904277.0,1.0,1,2,1,0,1592,53.8,38.3,135,13.76,62484,47.1,48.27,0,21,2,46,4,0,15.320491546378635,7.370545453709571,7.373374309910049,11.042681806919884,13.714892114222971,1.791759469228055
30.0,14.0,1,1,14.209847982411372,0,0,0,6.0,1074.0,-0.375944219,5.0,0,3.0,1.0,372557.0,1.0,0,0,1,0,1075,30.0,40.9,195,16.15,35240,35.3,37.61,0,4,2,98,4,0,0.0,6.980075940561763,6.98100574072173,10.469965456491996,12.82814800937902,1.791759469228055
5.0,37.0,1,1,14.489022727179702,0,0,0,27.0,1382.0,1.424561404,2.0,0,3.0,1.0,76387.0,1.0,0,0,0,0,1394,39.0,38.3,132,5.36,12372,49.4,29.75,0,65,5,25,0,0,0.0,7.232010331664759,7.240649694255466,9.423271958213975,11.243580894755304,1.0986122886681098
